order_id,product_id,quantity,unit_cost,unit_price
2458,26,2,2.54,8.36
2459,21,3,3.99,6.86
2459,16,1,3.74,10.59
2459,27,2,3.12,11.74
2459,17,2,1.92,3.29
2460,24,2,4.44,4.38
2460,25,3,4.17,6.8
2460,4,3,1.41,6.42
2460,14,3,3.44,4.54
2461,20,1,1.57,4.26
2462,7,1,1.32,5.64
2463,6,3,3.92,7.83
2463,9,3,3.65,9.96
2463,7,1,1.32,5.64
2464,3,2,2.36,4.4
2465,19,3,1.85,7.49
2465,17,1,1.92,3.29
2465,21,1,3.99,6.86
2466,2,1,4.04,4.44
2467,23,1,3.04,3.82
2467,2,1,4.04,4.44
2468,7,3,1.32,5.64
2468,13,1,3.81,9.15
2468,28,1,3.72,4.03
2469,9,1,3.65,9.96
2469,29,3,4.07,6.06
2470,30,2,2.74,7.08
2470,27,3,3.12,11.74
2471,2,2,4.04,4.44
2472,25,2,4.17,6.8
2472,30,1,2.74,7.08
2472,28,1,3.72,4.03
2472,6,3,3.92,7.83
2473,22,1,2.45,11.98
2473,7,2,1.32,5.64
2473,14,3,3.44,4.54
2473,3,3,2.36,4.4
2474,6,2,3.92,7.83
2474,15,1,1.65,6.42
2474,8,2,3.31,9.34
2474,18,2,2.6,3.6
2475,22,3,2.45,11.98
2475,26,1,2.54,8.36
2476,4,3,1.41,6.42
2476,18,3,2.6,3.6
2477,17,2,1.92,3.29
2478,16,2,3.74,10.59
2478,4,3,1.41,6.42
2478,2,2,4.04,4.44
2478,25,3,4.17,6.8
2479,21,3,3.99,6.86
2480,20,1,1.57,4.26
2481,15,3,1.65,6.42
2482,18,3,2.6,3.6
2482,10,2,4.42,10.8
2483,13,2,3.81,9.15
2483,23,2,3.04,3.82
2483,18,2,2.6,3.6
2483,25,1,4.17,6.8
2484,15,1,1.65,6.42
2484,10,3,4.42,10.8
2484,17,3,1.92,3.29
2485,22,2,2.45,11.98
2485,21,3,3.99,6.86
2485,1,2,1.88,8.3
2486,15,2,1.65,6.42
2487,19,2,1.85,7.49
2487,3,2,2.36,4.4
2487,19,3,1.85,7.49
2487,13,2,3.81,9.15
2488,10,3,4.42,10.8
2488,22,2,2.45,11.98
2488,9,3,3.65,9.96
2488,12,3,1.65,6.2
2489,26,3,2.54,8.36
2489,26,3,2.54,8.36
2490,10,2,4.42,10.8
2490,17,3,1.92,3.29
2491,13,2,3.81,9.15
2492,26,3,2.54,8.36
2493,11,1,2.11,8.72
2494,5,2,4.39,8.43
2494,2,2,4.04,4.44
2494,13,2,3.81,9.15
2494,18,3,2.6,3.6
2495,18,2,2.6,3.6
2495,12,3,1.65,6.2
2495,4,1,1.41,6.42
2496,28,3,3.72,4.03
2496,26,1,2.54,8.36
2497,20,3,1.57,4.26
2497,24,2,4.44,4.38
2498,14,1,3.44,4.54
2498,1,1,1.88,8.3
2498,30,2,2.74,7.08
2499,7,1,1.32,5.64
2500,19,3,1.85,7.49
2501,13,2,3.81,9.15
2501,4,3,1.41,6.42
2501,9,3,3.65,9.96
2502,14,2,3.44,4.54
2502,19,1,1.85,7.49
2502,17,2,1.92,3.29
2503,6,2,3.92,7.83
2503,29,3,4.07,6.06
2503,26,1,2.54,8.36
2503,1,1,1.88,8.3
2504,8,2,3.31,9.34
2505,13,2,3.81,9.15
2506,27,2,3.12,11.74
2506,6,2,3.92,7.83
2506,2,2,4.04,4.44
2506,5,1,4.39,8.43
2507,28,2,3.72,4.03
2507,5,2,4.39,8.43
2507,30,2,2.74,7.08
2507,25,1,4.17,6.8
2508,11,1,2.11,8.72
2509,9,2,3.65,9.96
2510,22,2,2.45,11.98
2510,12,3,1.65,6.2
2510,8,3,3.31,9.34
2511,18,1,2.6,3.6
2511,11,1,2.11,8.72
2512,11,3,2.11,8.72
2512,12,1,1.65,6.2
2512,4,1,1.41,6.42
2513,22,1,2.45,11.98
2513,3,1,2.36,4.4
2514,6,2,3.92,7.83
2514,25,2,4.17,6.8
2514,18,3,2.6,3.6
2514,18,3,2.6,3.6
2515,23,3,3.04,3.82
2515,11,3,2.11,8.72
2515,11,1,2.11,8.72
2516,5,3,4.39,8.43
2516,28,2,3.72,4.03
2516,4,2,1.41,6.42
2517,20,1,1.57,4.26
2517,15,1,1.65,6.42
2517,2,2,4.04,4.44
2518,20,1,1.57,4.26
2518,9,2,3.65,9.96
2518,15,2,1.65,6.42
2519,12,1,1.65,6.2
2519,10,2,4.42,10.8
2520,4,2,1.41,6.42
2520,19,2,1.85,7.49
2520,23,3,3.04,3.82
2520,15,1,1.65,6.42
2521,11,1,2.11,8.72
2522,7,1,1.32,5.64
2522,17,1,1.92,3.29
2523,27,3,3.12,11.74
2523,17,3,1.92,3.29
2524,17,3,1.92,3.29
2524,29,1,4.07,6.06
2524,26,3,2.54,8.36
2524,3,2,2.36,4.4
2525,1,2,1.88,8.3
2525,27,3,3.12,11.74
2526,6,1,3.92,7.83
2526,15,3,1.65,6.42
2526,10,2,4.42,10.8
2527,16,3,3.74,10.59
2527,2,1,4.04,4.44
2528,22,2,2.45,11.98
2528,7,2,1.32,5.64
2528,9,2,3.65,9.96
2528,16,1,3.74,10.59
2529,19,1,1.85,7.49
2529,10,1,4.42,10.8
2529,7,2,1.32,5.64
2529,5,3,4.39,8.43
2530,29,2,4.07,6.06
2530,2,3,4.04,4.44
2530,19,3,1.85,7.49
2531,18,3,2.6,3.6
2532,18,1,2.6,3.6
2533,22,3,2.45,11.98
2533,10,2,4.42,10.8
2533,6,3,3.92,7.83
2533,10,2,4.42,10.8
2534,20,3,1.57,4.26
2534,20,3,1.57,4.26
2534,15,3,1.65,6.42
2535,27,2,3.12,11.74
2535,11,3,2.11,8.72
2535,23,3,3.04,3.82
2536,27,3,3.12,11.74
2537,24,3,4.44,4.38
2537,15,3,1.65,6.42
2537,18,3,2.6,3.6
2537,22,3,2.45,11.98
2538,21,3,3.99,6.86
2538,30,2,2.74,7.08
2539,30,2,2.74,7.08
2539,30,2,2.74,7.08
2539,26,1,2.54,8.36
2540,25,1,4.17,6.8
2540,17,2,1.92,3.29
2540,17,1,1.92,3.29
2540,3,1,2.36,4.4
2541,25,2,4.17,6.8
2541,28,3,3.72,4.03
2541,4,1,1.41,6.42
2542,9,2,3.65,9.96
2543,27,1,3.12,11.74
2543,15,2,1.65,6.42
2544,30,2,2.74,7.08
2544,19,1,1.85,7.49
2544,8,2,3.31,9.34
2544,3,3,2.36,4.4
2545,25,3,4.17,6.8
2546,5,3,4.39,8.43
2546,13,1,3.81,9.15
2547,1,1,1.88,8.3
2548,5,3,4.39,8.43
2548,28,2,3.72,4.03
2548,12,1,1.65,6.2
2549,23,3,3.04,3.82
2550,2,2,4.04,4.44
2551,23,2,3.04,3.82
2551,7,2,1.32,5.64
2552,7,2,1.32,5.64
2552,25,2,4.17,6.8
2552,5,2,4.39,8.43
2552,3,1,2.36,4.4
2553,7,2,1.32,5.64
2553,8,3,3.31,9.34
2554,28,2,3.72,4.03
2554,3,2,2.36,4.4
2554,21,2,3.99,6.86
2555,28,2,3.72,4.03
2555,27,2,3.12,11.74
2555,8,3,3.31,9.34
2556,26,1,2.54,8.36
2556,4,2,1.41,6.42
2556,10,1,4.42,10.8
2557,27,3,3.12,11.74
2557,30,1,2.74,7.08
2558,28,1,3.72,4.03
2559,11,1,2.11,8.72
2560,26,2,2.54,8.36
2560,9,1,3.65,9.96
2560,27,3,3.12,11.74
2560,22,2,2.45,11.98
2561,11,3,2.11,8.72
2561,29,1,4.07,6.06
2561,11,3,2.11,8.72
2561,28,3,3.72,4.03
2562,4,1,1.41,6.42
2562,7,3,1.32,5.64
2562,18,3,2.6,3.6
2563,9,1,3.65,9.96
2564,30,3,2.74,7.08
2564,28,1,3.72,4.03
2565,4,3,1.41,6.42
2565,25,3,4.17,6.8
2565,8,3,3.31,9.34
2565,11,1,2.11,8.72
2566,14,2,3.44,4.54
2567,6,3,3.92,7.83
2567,18,2,2.6,3.6
2568,4,3,1.41,6.42
2568,8,2,3.31,9.34
2568,18,3,2.6,3.6
2569,9,1,3.65,9.96
2569,1,3,1.88,8.3
2569,14,3,3.44,4.54
2569,18,1,2.6,3.6
2570,7,2,1.32,5.64
2571,17,2,1.92,3.29
2572,17,1,1.92,3.29
2572,24,1,4.44,4.38
2572,7,2,1.32,5.64
2573,27,2,3.12,11.74
2574,20,1,1.57,4.26
2575,6,3,3.92,7.83
2576,26,1,2.54,8.36
2576,2,2,4.04,4.44
2576,3,3,2.36,4.4
2577,24,3,4.44,4.38
2578,9,2,3.65,9.96
2579,4,3,1.41,6.42
2579,7,1,1.32,5.64
2579,9,2,3.65,9.96
2580,20,2,1.57,4.26
2581,18,2,2.6,3.6
2581,1,3,1.88,8.3
2581,24,3,4.44,4.38
2582,7,1,1.32,5.64
2582,6,2,3.92,7.83
2582,3,2,2.36,4.4
2582,27,2,3.12,11.74
2583,27,3,3.12,11.74
2583,21,3,3.99,6.86
2583,7,1,1.32,5.64
2584,2,1,4.04,4.44
2585,23,2,3.04,3.82
2586,18,2,2.6,3.6
2586,15,3,1.65,6.42
2587,20,2,1.57,4.26
2588,19,2,1.85,7.49
2589,1,2,1.88,8.3
2590,2,1,4.04,4.44
2591,1,2,1.88,8.3
2592,25,1,4.17,6.8
2592,21,2,3.99,6.86
2593,18,2,2.6,3.6
2593,19,1,1.85,7.49
2594,5,1,4.39,8.43
2594,4,1,1.41,6.42
2594,26,2,2.54,8.36
2594,11,3,2.11,8.72
2595,4,3,1.41,6.42
2595,6,3,3.92,7.83
2595,26,1,2.54,8.36
2595,16,1,3.74,10.59
2596,2,1,4.04,4.44
2596,27,1,3.12,11.74
2596,25,2,4.17,6.8
2596,10,1,4.42,10.8
2597,1,1,1.88,8.3
2597,11,1,2.11,8.72
2597,7,3,1.32,5.64
2597,9,1,3.65,9.96
2598,10,3,4.42,10.8
2598,27,2,3.12,11.74
2598,26,2,2.54,8.36
2599,22,1,2.45,11.98
2599,14,3,3.44,4.54
2600,16,2,3.74,10.59
2600,3,3,2.36,4.4
2601,22,1,2.45,11.98
2602,4,2,1.41,6.42
2602,2,1,4.04,4.44
2602,4,1,1.41,6.42
2603,6,2,3.92,7.83
2604,9,2,3.65,9.96
2604,18,2,2.6,3.6
2604,26,3,2.54,8.36
2604,22,2,2.45,11.98
2605,30,1,2.74,7.08
2606,9,1,3.65,9.96
2606,17,3,1.92,3.29
2606,8,2,3.31,9.34
2606,27,3,3.12,11.74
2607,16,2,3.74,10.59
2608,2,2,4.04,4.44
2609,27,1,3.12,11.74
2609,26,2,2.54,8.36
2610,9,2,3.65,9.96
2610,2,3,4.04,4.44
2610,6,1,3.92,7.83
2610,8,3,3.31,9.34
2611,6,1,3.92,7.83
2611,23,1,3.04,3.82
2611,6,1,3.92,7.83
2611,6,1,3.92,7.83
2612,29,2,4.07,6.06
2612,1,1,1.88,8.3
2612,25,1,4.17,6.8
2613,8,2,3.31,9.34
2613,24,3,4.44,4.38
2613,13,2,3.81,9.15
2613,8,3,3.31,9.34
2614,4,2,1.41,6.42
2615,13,3,3.81,9.15
2616,7,2,1.32,5.64
2616,24,3,4.44,4.38
2616,22,3,2.45,11.98
2616,25,3,4.17,6.8
2617,1,3,1.88,8.3
2617,26,3,2.54,8.36
2617,11,2,2.11,8.72
2617,18,1,2.6,3.6
2618,2,1,4.04,4.44
2618,1,3,1.88,8.3
2619,4,1,1.41,6.42
2619,24,1,4.44,4.38
2619,15,1,1.65,6.42
2619,30,1,2.74,7.08
2620,22,3,2.45,11.98
2621,25,3,4.17,6.8
2621,26,2,2.54,8.36
2622,26,3,2.54,8.36
2622,1,1,1.88,8.3
2622,12,1,1.65,6.2
2623,14,1,3.44,4.54
2623,15,2,1.65,6.42
2623,13,3,3.81,9.15
2623,20,3,1.57,4.26
2624,14,2,3.44,4.54
2624,5,3,4.39,8.43
2624,2,1,4.04,4.44
2624,2,3,4.04,4.44
2625,23,3,3.04,3.82
2626,20,2,1.57,4.26
2626,1,1,1.88,8.3
2626,29,2,4.07,6.06
2626,5,1,4.39,8.43
2627,9,3,3.65,9.96
2627,11,1,2.11,8.72
2627,15,1,1.65,6.42
2627,26,2,2.54,8.36
2628,12,2,1.65,6.2
2628,1,1,1.88,8.3
2629,25,3,4.17,6.8
2630,22,2,2.45,11.98
2631,19,1,1.85,7.49
2631,10,3,4.42,10.8
2631,28,2,3.72,4.03
2632,20,1,1.57,4.26
2632,8,1,3.31,9.34
2632,9,2,3.65,9.96
2632,14,1,3.44,4.54
2633,17,1,1.92,3.29
2633,15,1,1.65,6.42
2634,19,3,1.85,7.49
2634,30,3,2.74,7.08
2635,1,3,1.88,8.3
2635,29,2,4.07,6.06
2636,24,2,4.44,4.38
2636,14,2,3.44,4.54
2636,8,3,3.31,9.34
2636,30,2,2.74,7.08
2637,29,1,4.07,6.06
2637,15,2,1.65,6.42
2638,4,3,1.41,6.42
2639,16,3,3.74,10.59
2639,24,3,4.44,4.38
2639,7,3,1.32,5.64
2640,12,3,1.65,6.2
2640,14,1,3.44,4.54
2641,11,1,2.11,8.72
2641,24,3,4.44,4.38
2642,15,1,1.65,6.42
2642,17,2,1.92,3.29
2642,28,2,3.72,4.03
2642,23,2,3.04,3.82
2643,9,1,3.65,9.96
2643,30,3,2.74,7.08
2644,17,2,1.92,3.29
2644,26,3,2.54,8.36
2644,10,2,4.42,10.8
2644,15,1,1.65,6.42
2645,1,1,1.88,8.3
2645,14,1,3.44,4.54
2645,26,3,2.54,8.36
2646,5,1,4.39,8.43
2646,8,2,3.31,9.34
2646,28,2,3.72,4.03
2647,29,3,4.07,6.06
2647,25,2,4.17,6.8
2647,18,1,2.6,3.6
2647,4,1,1.41,6.42
2648,6,2,3.92,7.83
2648,9,3,3.65,9.96
2648,26,1,2.54,8.36
2649,21,1,3.99,6.86
2649,25,1,4.17,6.8
2649,4,3,1.41,6.42
2650,17,1,1.92,3.29
2651,10,1,4.42,10.8
2651,11,3,2.11,8.72
2652,17,3,1.92,3.29
2653,13,2,3.81,9.15
2654,27,1,3.12,11.74
2655,10,1,4.42,10.8
2655,22,3,2.45,11.98
2655,9,1,3.65,9.96
2656,2,2,4.04,4.44
2656,20,3,1.57,4.26
2656,17,2,1.92,3.29
2656,1,1,1.88,8.3
2657,2,1,4.04,4.44
2657,7,1,1.32,5.64
2657,2,3,4.04,4.44
2657,7,1,1.32,5.64
2658,3,1,2.36,4.4
2659,30,2,2.74,7.08
2659,27,1,3.12,11.74
2659,8,1,3.31,9.34
2660,25,3,4.17,6.8
2660,18,2,2.6,3.6
2660,2,3,4.04,4.44
2660,4,3,1.41,6.42
2661,24,3,4.44,4.38
2662,27,3,3.12,11.74
2662,11,2,2.11,8.72
2662,30,1,2.74,7.08
2662,21,1,3.99,6.86
2663,11,3,2.11,8.72
2663,6,3,3.92,7.83
2664,17,3,1.92,3.29
2664,1,2,1.88,8.3
2664,5,2,4.39,8.43
2664,20,1,1.57,4.26
2665,14,1,3.44,4.54
2666,5,1,4.39,8.43
2666,22,3,2.45,11.98
2667,18,1,2.6,3.6
2668,29,2,4.07,6.06
2668,18,1,2.6,3.6
2668,29,1,4.07,6.06
2668,6,2,3.92,7.83
2669,15,3,1.65,6.42
2669,2,1,4.04,4.44
2669,6,3,3.92,7.83
2670,7,2,1.32,5.64
2670,6,1,3.92,7.83
2671,20,3,1.57,4.26
2671,25,2,4.17,6.8
2671,18,2,2.6,3.6
2671,28,2,3.72,4.03
2672,26,2,2.54,8.36
2672,22,3,2.45,11.98
2672,12,1,1.65,6.2
2672,14,3,3.44,4.54
2673,3,2,2.36,4.4
2673,2,3,4.04,4.44
2674,13,1,3.81,9.15
2674,1,2,1.88,8.3
2675,27,3,3.12,11.74
2676,28,1,3.72,4.03
2676,23,3,3.04,3.82
2676,23,1,3.04,3.82
2677,17,1,1.92,3.29
2677,8,1,3.31,9.34
2677,1,2,1.88,8.3
2678,27,1,3.12,11.74
2679,4,2,1.41,6.42
2679,30,1,2.74,7.08
2680,23,2,3.04,3.82
2680,13,3,3.81,9.15
2680,26,1,2.54,8.36
2680,8,3,3.31,9.34
2681,3,1,2.36,4.4
2682,14,2,3.44,4.54
2682,25,1,4.17,6.8
2682,16,3,3.74,10.59
2682,27,3,3.12,11.74
2683,8,3,3.31,9.34
2683,11,2,2.11,8.72
2683,24,1,4.44,4.38
2683,5,3,4.39,8.43
2684,26,1,2.54,8.36
2684,5,1,4.39,8.43
2684,19,2,1.85,7.49
2685,9,1,3.65,9.96
2685,13,3,3.81,9.15
2685,2,3,4.04,4.44
2686,5,2,4.39,8.43
2687,25,2,4.17,6.8
2687,15,1,1.65,6.42
2687,2,2,4.04,4.44
2687,3,2,2.36,4.4
2688,27,3,3.12,11.74
2689,25,3,4.17,6.8
2689,16,3,3.74,10.59
2689,21,1,3.99,6.86
2690,16,2,3.74,10.59
2691,29,2,4.07,6.06
2691,10,1,4.42,10.8
2692,13,1,3.81,9.15
2692,6,3,3.92,7.83
2693,5,2,4.39,8.43
2693,6,3,3.92,7.83
2693,17,2,1.92,3.29
2693,2,2,4.04,4.44
2694,15,3,1.65,6.42
2695,3,3,2.36,4.4
2695,7,2,1.32,5.64
2695,7,3,1.32,5.64
2695,18,2,2.6,3.6
2696,7,3,1.32,5.64
2696,14,3,3.44,4.54
2697,14,3,3.44,4.54
2698,19,3,1.85,7.49
2698,8,1,3.31,9.34
2698,2,3,4.04,4.44
2698,11,2,2.11,8.72
2699,22,3,2.45,11.98
2700,24,1,4.44,4.38
2700,29,2,4.07,6.06
2700,20,2,1.57,4.26
2700,14,2,3.44,4.54
2701,15,1,1.65,6.42
2701,24,2,4.44,4.38
2701,17,3,1.92,3.29
2701,29,2,4.07,6.06
2702,6,2,3.92,7.83
2702,28,1,3.72,4.03
2702,19,3,1.85,7.49
2703,28,1,3.72,4.03
2703,16,1,3.74,10.59
2704,6,1,3.92,7.83
2704,23,1,3.04,3.82
2705,4,1,1.41,6.42
2706,20,1,1.57,4.26
2706,16,1,3.74,10.59
2706,14,1,3.44,4.54
2706,2,2,4.04,4.44
2707,10,2,4.42,10.8
2708,12,1,1.65,6.2
2709,7,3,1.32,5.64
2710,19,3,1.85,7.49
2710,1,1,1.88,8.3
2710,29,2,4.07,6.06
2710,6,3,3.92,7.83
2711,14,3,3.44,4.54
2712,29,1,4.07,6.06
2712,30,1,2.74,7.08
2712,26,1,2.54,8.36
2712,13,1,3.81,9.15
2713,2,2,4.04,4.44
2714,6,2,3.92,7.83
2714,30,2,2.74,7.08
2714,13,3,3.81,9.15
2714,8,1,3.31,9.34
2715,14,1,3.44,4.54
2715,30,3,2.74,7.08
2715,1,3,1.88,8.3
2715,8,3,3.31,9.34
2716,2,1,4.04,4.44
2716,29,2,4.07,6.06
2716,20,3,1.57,4.26
2717,5,2,4.39,8.43
2717,23,1,3.04,3.82
2718,29,3,4.07,6.06
2718,4,2,1.41,6.42
2719,2,1,4.04,4.44
2719,27,2,3.12,11.74
2719,23,2,3.04,3.82
2719,15,2,1.65,6.42
2720,18,3,2.6,3.6
2720,10,2,4.42,10.8
2721,1,2,1.88,8.3
2721,24,1,4.44,4.38
2721,17,3,1.92,3.29
2722,12,2,1.65,6.2
2722,28,1,3.72,4.03
2722,6,1,3.92,7.83
2722,18,1,2.6,3.6
2723,6,1,3.92,7.83
2724,20,1,1.57,4.26
2724,9,2,3.65,9.96
2725,12,1,1.65,6.2
2725,8,1,3.31,9.34
2726,3,1,2.36,4.4
2726,5,2,4.39,8.43
2726,29,3,4.07,6.06
2727,11,2,2.11,8.72
2727,11,3,2.11,8.72
2728,23,1,3.04,3.82
2728,20,1,1.57,4.26
2728,25,1,4.17,6.8
2729,13,1,3.81,9.15
2729,19,2,1.85,7.49
2730,19,3,1.85,7.49
2730,24,3,4.44,4.38
2730,21,1,3.99,6.86
2731,6,3,3.92,7.83
2732,11,3,2.11,8.72
2732,20,3,1.57,4.26
2732,5,1,4.39,8.43
2732,4,1,1.41,6.42
2733,3,2,2.36,4.4
2733,15,2,1.65,6.42
2734,13,1,3.81,9.15
2735,29,2,4.07,6.06
2735,11,3,2.11,8.72
2736,15,1,1.65,6.42
2736,23,1,3.04,3.82
2736,4,2,1.41,6.42
2736,12,1,1.65,6.2
2737,11,1,2.11,8.72
2737,22,3,2.45,11.98
2737,21,2,3.99,6.86
2737,9,2,3.65,9.96
2738,4,2,1.41,6.42
2738,26,1,2.54,8.36
2738,1,1,1.88,8.3
2738,19,3,1.85,7.49
2739,28,1,3.72,4.03
2739,9,1,3.65,9.96
2739,7,1,1.32,5.64
2740,12,1,1.65,6.2
2740,11,1,2.11,8.72
2740,9,1,3.65,9.96
2741,8,3,3.31,9.34
2741,27,1,3.12,11.74
2741,17,2,1.92,3.29
2742,9,2,3.65,9.96
2742,20,1,1.57,4.26
2743,3,3,2.36,4.4
2743,18,1,2.6,3.6
2744,19,1,1.85,7.49
2745,2,2,4.04,4.44
2745,16,3,3.74,10.59
2745,13,3,3.81,9.15
2745,7,1,1.32,5.64
2746,12,1,1.65,6.2
2746,12,3,1.65,6.2
2746,2,1,4.04,4.44
2746,11,2,2.11,8.72
2747,29,3,4.07,6.06
2748,27,3,3.12,11.74
2748,18,1,2.6,3.6
2749,13,1,3.81,9.15
2749,1,3,1.88,8.3
2750,22,3,2.45,11.98
2750,25,1,4.17,6.8
2751,3,3,2.36,4.4
2751,13,1,3.81,9.15
2751,18,1,2.6,3.6
2752,18,1,2.6,3.6
2753,15,1,1.65,6.42
2753,18,2,2.6,3.6
2753,7,3,1.32,5.64
2754,28,1,3.72,4.03
2755,19,3,1.85,7.49
2755,6,3,3.92,7.83
2755,1,1,1.88,8.3
2756,5,2,4.39,8.43
2757,19,2,1.85,7.49
2758,27,2,3.12,11.74
2758,21,1,3.99,6.86
2758,1,3,1.88,8.3
2758,8,3,3.31,9.34
2759,8,2,3.31,9.34
2759,25,1,4.17,6.8
2760,3,1,2.36,4.4
2760,19,1,1.85,7.49
2760,13,1,3.81,9.15
2760,23,1,3.04,3.82
2761,15,2,1.65,6.42
2761,22,1,2.45,11.98
2762,30,3,2.74,7.08
2763,28,1,3.72,4.03
2763,13,2,3.81,9.15
2763,7,3,1.32,5.64
2763,17,3,1.92,3.29
2764,8,2,3.31,9.34
2764,6,1,3.92,7.83
2764,9,2,3.65,9.96
2765,22,1,2.45,11.98
2765,7,1,1.32,5.64
2766,10,3,4.42,10.8
2766,3,2,2.36,4.4
2766,10,1,4.42,10.8
2767,9,2,3.65,9.96
2767,4,3,1.41,6.42
2767,7,2,1.32,5.64
2768,16,2,3.74,10.59
2768,29,1,4.07,6.06
2768,14,3,3.44,4.54
2769,6,3,3.92,7.83
2769,2,2,4.04,4.44
2769,29,2,4.07,6.06
2770,17,3,1.92,3.29
2771,6,2,3.92,7.83
2771,23,1,3.04,3.82
2772,15,2,1.65,6.42
2772,9,2,3.65,9.96
2773,9,2,3.65,9.96
2773,14,2,3.44,4.54
2774,15,3,1.65,6.42
2774,25,1,4.17,6.8
2774,6,2,3.92,7.83
2775,13,1,3.81,9.15
2775,14,3,3.44,4.54
2776,17,2,1.92,3.29
2776,24,3,4.44,4.38
2777,8,3,3.31,9.34
2777,28,2,3.72,4.03
2777,21,2,3.99,6.86
2778,13,3,3.81,9.15
2779,27,1,3.12,11.74
2780,22,2,2.45,11.98
2780,2,2,4.04,4.44
2780,16,3,3.74,10.59
2781,15,3,1.65,6.42
2781,30,3,2.74,7.08
2782,13,3,3.81,9.15
2783,29,2,4.07,6.06
2783,9,2,3.65,9.96
2783,28,2,3.72,4.03
2784,18,1,2.6,3.6
2784,12,3,1.65,6.2
2784,10,3,4.42,10.8
2784,3,3,2.36,4.4
2785,2,1,4.04,4.44
2786,1,3,1.88,8.3
2787,1,2,1.88,8.3
2787,8,2,3.31,9.34
2787,14,2,3.44,4.54
2787,2,2,4.04,4.44
2788,30,2,2.74,7.08
2788,19,3,1.85,7.49
2788,8,1,3.31,9.34
2789,1,2,1.88,8.3
2789,16,3,3.74,10.59
2790,14,2,3.44,4.54
2790,29,2,4.07,6.06
2791,25,3,4.17,6.8
2792,7,3,1.32,5.64
2792,25,2,4.17,6.8
2792,22,3,2.45,11.98
2793,7,2,1.32,5.64
2793,22,1,2.45,11.98
2793,23,3,3.04,3.82
2793,23,3,3.04,3.82
2794,24,2,4.44,4.38
2795,5,1,4.39,8.43
2795,23,2,3.04,3.82
2796,18,2,2.6,3.6
2797,6,1,3.92,7.83
2797,25,1,4.17,6.8
2798,16,1,3.74,10.59
2799,22,3,2.45,11.98
2800,14,3,3.44,4.54
2800,11,1,2.11,8.72
2801,18,2,2.6,3.6
2802,19,2,1.85,7.49
2802,6,1,3.92,7.83
2802,7,3,1.32,5.64
2802,23,3,3.04,3.82
2803,10,3,4.42,10.8
2803,21,3,3.99,6.86
2803,23,1,3.04,3.82
2804,15,1,1.65,6.42
2804,13,3,3.81,9.15
2804,6,1,3.92,7.83
2804,20,2,1.57,4.26
2805,20,3,1.57,4.26
2805,6,2,3.92,7.83
2805,8,3,3.31,9.34
2806,23,1,3.04,3.82
2807,16,3,3.74,10.59
2807,28,1,3.72,4.03
2807,13,3,3.81,9.15
2807,13,3,3.81,9.15
2808,29,3,4.07,6.06
2808,17,3,1.92,3.29
2808,28,1,3.72,4.03
2809,29,3,4.07,6.06
2809,17,1,1.92,3.29
2810,4,2,1.41,6.42
2811,21,2,3.99,6.86
2811,2,2,4.04,4.44
2811,29,1,4.07,6.06
2811,7,1,1.32,5.64
2812,15,1,1.65,6.42
2813,18,1,2.6,3.6
2813,21,2,3.99,6.86
2813,27,2,3.12,11.74
2813,27,3,3.12,11.74
2814,5,3,4.39,8.43
2814,17,3,1.92,3.29
2814,19,2,1.85,7.49
2814,19,1,1.85,7.49
2815,14,3,3.44,4.54
2816,28,1,3.72,4.03
2816,6,2,3.92,7.83
2816,13,2,3.81,9.15
2816,5,1,4.39,8.43
2817,20,1,1.57,4.26
2817,15,1,1.65,6.42
2818,9,2,3.65,9.96
2818,7,2,1.32,5.64
2818,26,3,2.54,8.36
2819,17,3,1.92,3.29
2819,27,2,3.12,11.74
2819,29,1,4.07,6.06
2820,10,1,4.42,10.8
2820,22,2,2.45,11.98
2821,30,1,2.74,7.08
2822,6,3,3.92,7.83
2823,8,3,3.31,9.34
2824,30,2,2.74,7.08
2824,8,2,3.31,9.34
2825,12,1,1.65,6.2
2825,23,2,3.04,3.82
2825,9,3,3.65,9.96
2826,25,2,4.17,6.8
2826,22,1,2.45,11.98
2826,8,2,3.31,9.34
2827,4,2,1.41,6.42
2827,28,3,3.72,4.03
2828,9,3,3.65,9.96
2828,13,2,3.81,9.15
2828,5,1,4.39,8.43
2829,13,2,3.81,9.15
2829,20,3,1.57,4.26
2829,17,2,1.92,3.29
2829,10,3,4.42,10.8
2830,19,2,1.85,7.49
2830,30,3,2.74,7.08
2830,29,1,4.07,6.06
2831,20,3,1.57,4.26
2831,13,1,3.81,9.15
2832,1,2,1.88,8.3
2832,14,2,3.44,4.54
2833,6,1,3.92,7.83
2833,29,2,4.07,6.06
2833,13,3,3.81,9.15
2833,19,3,1.85,7.49
2834,7,2,1.32,5.64
2834,25,3,4.17,6.8
2835,23,2,3.04,3.82
2835,15,3,1.65,6.42
2835,6,2,3.92,7.83
2835,30,2,2.74,7.08
2836,17,1,1.92,3.29
2836,2,3,4.04,4.44
2836,28,2,3.72,4.03
2837,25,3,4.17,6.8
2837,3,1,2.36,4.4
2838,29,1,4.07,6.06
2839,5,3,4.39,8.43
2839,24,3,4.44,4.38
2839,3,2,2.36,4.4
2839,24,3,4.44,4.38
2840,7,2,1.32,5.64
2841,11,1,2.11,8.72
2841,29,3,4.07,6.06
2841,27,3,3.12,11.74
2841,16,1,3.74,10.59
