order_id,order_date,customer_id,store_id,channel
1688,2025-11-07,425,9,app
1689,2026-05-27,222,7,delivery
1690,2025-10-24,73,4,phone
1691,2025-12-13,323,5,phone
1692,2026-01-18,414,3,app
1693,2025-08-28,466,6,web
1694,2025-05-11,495,6,phone
1695,2025-09-13,251,10,web
1696,2025-04-08,197,3,phone
1697,2025-09-30,35,8,web
1698,2026-01-08,435,1,web
1699,2025-12-31,423,10,web
1700,2025-11-18,310,9,delivery
1701,2025-10-30,376,1,delivery
1702,2025-11-02,134,4,delivery
1703,2025-03-22,189,8,delivery
1704,2025-04-21,480,5,web
1705,2025-05-12,166,1,dine-in
1706,2026-05-04,189,3,app
1707,2025-12-01,314,1,app
1708,2025-05-16,255,2,dine-in
1709,2025-08-29,48,6,app
1710,2025-03-05,269,7,web
1711,2026-04-05,82,2,app
1712,2025-01-25,27,4,web
1713,2025-08-27,487,3,delivery
1714,2025-01-20,262,5,web
1715,2026-03-01,282,2,dine-in
1716,2026-05-19,4,6,dine-in
1717,2025-01-08,469,10,app
1718,2025-09-20,172,4,app
1719,2026-04-02,309,9,web
1720,2025-04-20,381,4,delivery
1721,2025-11-07,185,8,dine-in
1722,2025-01-25,159,1,delivery
1723,2026-02-02,369,6,web
1724,2025-09-12,40,10,dine-in
1725,2025-02-21,439,1,app
1726,2026-01-26,374,10,delivery
1727,2025-08-09,331,4,web
1728,2025-02-05,461,2,app
1729,2025-05-04,471,1,web
1730,2025-08-29,234,10,phone
1731,2025-06-06,111,2,web
1732,2025-01-14,296,1,dine-in
1733,2025-01-25,344,5,delivery
1734,2025-02-15,448,10,web
1735,2026-01-12,234,8,phone
1736,2025-05-30,165,6,web
1737,2025-12-22,393,5,delivery
1738,2025-05-21,171,6,web
1739,2025-05-29,307,6,phone
1740,2026-02-10,42,7,dine-in
1741,2025-01-05,131,9,delivery
1742,2026-05-16,60,6,app
1743,2026-02-22,353,2,delivery
1744,2025-04-21,254,3,dine-in
1745,2025-04-09,488,4,dine-in
1746,2025-05-04,107,3,dine-in
1747,2025-05-02,217,6,web
1748,2025-11-04,176,7,app
1749,2026-05-05,326,10,phone
1750,2025-02-02,256,6,app
1751,2026-04-30,441,7,phone
1752,2025-12-26,486,8,dine-in
1753,2025-03-26,126,2,web
1754,2026-04-08,111,10,web
1755,2025-05-12,304,1,phone
1756,2025-02-19,130,10,dine-in
1757,2026-03-13,57,3,dine-in
1758,2026-02-01,398,3,web
1759,2025-08-17,175,10,web
1760,2025-04-29,52,3,delivery
1761,2026-03-25,255,6,web
1762,2026-01-13,326,9,dine-in
1763,2025-03-08,45,5,app
1764,2025-06-15,45,10,delivery
1765,2025-09-27,245,2,delivery
1766,2026-02-05,6,6,dine-in
1767,2025-09-30,300,9,dine-in
1768,2025-08-07,97,8,web
1769,2025-03-14,75,3,phone
1770,2025-03-16,290,3,delivery
1771,2026-03-19,22,6,web
1772,2026-01-18,201,8,phone
1773,2026-06-06,456,7,delivery
1774,2025-03-18,222,10,dine-in
1775,2025-02-10,190,5,web
1776,2025-12-01,471,5,web
1777,2025-05-21,241,6,dine-in
1778,2025-10-02,479,5,app
1779,2025-07-15,179,5,delivery
1780,2026-03-11,343,4,phone
1781,2026-01-06,365,9,phone
1782,2025-10-26,327,4,delivery
1783,2026-02-06,248,5,phone
1784,2026-01-21,417,9,web
1785,2025-09-18,476,8,web
1786,2026-03-14,322,8,phone
1787,2026-02-01,161,2,delivery
1788,2025-02-12,434,2,app
1789,2025-10-02,66,2,web
1790,2025-01-11,58,6,phone
1791,2025-10-01,476,9,app
1792,2025-11-21,391,4,delivery
1793,2025-10-04,415,8,dine-in
1794,2025-08-15,124,8,phone
1795,2025-10-14,55,1,delivery
1796,2026-04-02,110,4,dine-in
1797,2026-03-31,227,3,web
1798,2026-06-21,176,6,dine-in
1799,2025-03-21,308,7,delivery
1800,2025-10-25,461,4,web
1801,2026-04-09,366,1,web
1802,2026-04-02,466,7,dine-in
1803,2025-06-22,113,10,phone
1804,2025-02-19,390,4,dine-in
1805,2025-02-21,129,2,phone
1806,2025-10-13,446,3,delivery
1807,2025-06-30,148,9,web
1808,2025-03-20,35,2,app
1809,2026-01-13,371,3,delivery
1810,2025-10-06,263,1,phone
1811,2025-06-21,25,8,delivery
1812,2025-10-13,237,4,web
1813,2025-06-15,328,10,dine-in
1814,2025-01-01,148,8,phone
1815,2026-04-23,493,9,app
1816,2025-05-10,413,1,delivery
1817,2025-11-02,60,10,web
1818,2025-08-09,223,3,web
1819,2025-05-26,9,4,web
1820,2025-07-29,238,3,web
1821,2025-04-14,152,6,dine-in
1822,2025-03-21,307,5,app
1823,2025-06-19,6,2,delivery
1824,2026-01-16,13,8,web
1825,2025-10-19,189,1,phone
1826,2026-05-15,222,9,dine-in
1827,2025-12-05,339,8,app
1828,2026-01-29,142,7,delivery
1829,2025-01-13,489,3,delivery
1830,2025-08-04,1,2,delivery
1831,2026-05-10,403,2,delivery
1832,2026-04-16,416,6,phone
1833,2025-12-05,324,6,phone
1834,2026-06-17,350,5,phone
1835,2025-10-06,169,9,app
1836,2025-08-17,433,4,delivery
1837,2026-02-27,381,7,web
1838,2025-03-09,397,6,dine-in
1839,2025-05-02,158,4,web
1840,2025-10-21,125,10,delivery
1841,2025-04-14,43,2,dine-in
1842,2025-06-05,27,1,web
1843,2026-01-01,342,10,dine-in
1844,2025-12-05,52,1,phone
1845,2025-01-01,421,4,delivery
1846,2025-03-15,426,10,app
1847,2025-06-11,330,9,dine-in
1848,2025-06-16,356,8,web
1849,2026-03-05,414,4,app
1850,2025-02-07,41,1,phone
1851,2026-04-05,65,3,dine-in
1852,2026-05-09,223,7,dine-in
1853,2026-01-08,81,7,delivery
1854,2026-05-25,238,7,app
1855,2025-07-08,4,3,app
1856,2025-09-03,263,10,web
1857,2025-01-10,324,6,app
1858,2025-07-26,109,3,app
1859,2025-07-21,223,1,web
1860,2026-02-22,302,2,web
1861,2025-08-17,231,5,app
1862,2025-09-18,203,5,dine-in
1863,2025-09-02,204,1,web
1864,2026-03-03,9,9,app
1865,2025-08-07,274,9,app
1866,2026-02-03,288,6,delivery
1867,2025-12-03,332,4,web
1868,2025-09-22,87,5,app
1869,2025-11-13,278,9,dine-in
1870,2025-01-04,489,4,dine-in
1871,2026-05-28,393,9,web
1872,2025-10-12,403,2,app
1873,2026-02-02,413,4,phone
1874,2025-03-06,84,3,app
1875,2026-05-06,474,6,dine-in
1876,2026-02-17,109,3,delivery
1877,2026-05-22,286,8,web
1878,2025-07-12,2,10,app
1879,2025-12-13,213,1,app
1880,2025-05-20,243,8,phone
1881,2025-11-21,126,5,phone
1882,2025-09-22,418,7,delivery
1883,2026-05-26,158,5,web
1884,2025-12-02,95,2,delivery
1885,2025-04-08,500,5,app
1886,2025-03-22,119,1,app
1887,2025-11-01,465,9,app
1888,2025-02-11,160,7,dine-in
1889,2025-01-05,55,8,dine-in
1890,2025-09-11,42,6,delivery
1891,2025-01-18,241,4,delivery
1892,2026-02-22,3,9,app
1893,2026-03-17,109,10,web
1894,2025-05-20,208,10,web
1895,2025-09-19,332,10,web
1896,2025-07-15,383,5,delivery
1897,2025-09-12,68,1,delivery
1898,2026-02-09,69,4,app
1899,2025-08-04,368,2,dine-in
1900,2025-05-07,445,6,app
1901,2025-05-30,106,7,app
1902,2025-09-06,251,8,app
1903,2026-04-15,269,5,delivery
1904,2026-04-30,403,9,dine-in
1905,2026-05-04,494,7,app
1906,2025-01-18,400,4,web
1907,2026-01-15,268,5,dine-in
1908,2025-01-21,33,10,dine-in
1909,2026-06-27,472,3,web
1910,2025-12-02,394,9,web
1911,2025-11-10,370,7,app
1912,2026-01-01,50,7,web
1913,2025-12-11,183,8,delivery
1914,2025-03-20,53,10,delivery
1915,2026-02-27,274,2,dine-in
1916,2025-02-07,132,1,phone
1917,2025-04-06,175,4,phone
1918,2025-09-04,23,8,app
1919,2026-05-17,419,4,web
1920,2025-10-12,1,7,app
1921,2025-04-10,322,10,dine-in
1922,2025-02-16,376,3,delivery
1923,2025-03-04,339,8,delivery
1924,2025-07-29,188,5,web
1925,2026-05-01,194,1,delivery
1926,2025-04-22,44,3,delivery
1927,2025-04-22,223,4,delivery
1928,2026-06-28,487,10,phone
1929,2025-08-09,489,8,web
1930,2025-09-24,311,4,dine-in
1931,2026-04-22,475,2,phone
1932,2025-05-10,462,1,delivery
1933,2026-02-09,466,10,delivery
1934,2025-08-26,410,3,delivery
1935,2025-03-17,124,9,phone
1936,2025-04-06,133,5,app
1937,2026-05-18,436,4,delivery
1938,2025-06-01,320,8,dine-in
1939,2025-10-10,434,6,dine-in
1940,2025-01-28,397,1,dine-in
1941,2025-03-25,43,4,web
1942,2026-01-16,30,10,dine-in
1943,2025-04-28,407,9,app
1944,2026-05-04,148,8,phone
1945,2025-10-23,257,10,dine-in
1946,2025-01-27,23,10,dine-in
1947,2025-09-09,194,6,app
1948,2026-06-13,141,9,delivery
1949,2026-06-08,117,6,app
1950,2025-06-24,402,10,web
1951,2025-02-10,321,8,dine-in
1952,2025-12-30,403,1,phone
1953,2025-02-18,476,2,web
1954,2025-01-06,134,5,delivery
1955,2026-06-26,332,2,web
1956,2026-02-14,317,5,delivery
1957,2025-05-14,189,9,web
1958,2025-03-26,237,1,web
1959,2025-10-25,444,1,delivery
1960,2025-07-11,151,4,dine-in
1961,2025-11-12,211,5,app
1962,2025-04-22,189,4,phone
1963,2025-05-18,239,10,dine-in
1964,2025-09-02,105,4,delivery
1965,2025-05-06,203,4,delivery
1966,2026-04-11,270,8,dine-in
1967,2025-09-04,304,2,delivery
1968,2025-02-05,371,2,dine-in
1969,2026-06-22,457,1,dine-in
1970,2025-04-20,172,7,dine-in
1971,2025-09-08,353,7,app
1972,2025-05-03,492,7,dine-in
1973,2025-05-18,454,1,dine-in
1974,2025-10-21,56,9,app
1975,2025-12-18,430,1,phone
1976,2025-06-11,483,4,phone
1977,2025-12-10,173,7,dine-in
1978,2025-10-29,67,9,phone
1979,2025-09-01,253,7,web
1980,2025-05-12,219,1,dine-in
1981,2026-01-05,200,7,phone
1982,2026-01-31,79,8,dine-in
1983,2025-09-18,460,6,app
1984,2026-06-06,282,3,web
1985,2026-05-12,218,9,delivery
1986,2025-02-11,60,4,app
1987,2026-04-04,400,4,app
1988,2026-06-26,70,7,dine-in
1989,2025-05-08,28,2,app
1990,2025-03-08,412,5,app
1991,2025-09-19,299,3,web
1992,2026-04-13,46,9,app
1993,2025-09-12,76,6,phone
1994,2026-05-28,455,5,phone
1995,2025-08-17,151,3,web
1996,2026-04-30,80,7,dine-in
1997,2025-08-10,159,9,delivery
1998,2026-01-06,333,4,phone
1999,2025-10-19,424,1,app
2000,2026-03-21,175,1,phone
2001,2025-05-31,223,5,dine-in
2002,2025-01-16,288,8,web
2003,2025-05-30,393,4,phone
2004,2025-10-01,205,9,delivery
2005,2025-10-06,321,1,dine-in
2006,2026-06-11,223,10,web
2007,2025-07-17,417,10,app
2008,2026-01-20,271,1,phone
2009,2025-11-26,28,8,web
2010,2026-03-30,329,7,delivery
2011,2025-08-14,327,5,app
2012,2026-03-28,227,10,app
2013,2026-02-26,344,3,phone
2014,2026-05-19,372,8,web
2015,2025-03-10,394,5,dine-in
2016,2025-07-27,233,4,dine-in
2017,2025-06-25,104,6,web
2018,2025-03-23,238,1,delivery
2019,2025-06-17,1,7,dine-in
2020,2025-11-22,68,8,web
2021,2025-10-31,158,5,phone
2022,2025-11-27,25,3,web
2023,2025-10-19,28,4,web
2024,2026-02-12,241,9,dine-in
2025,2026-06-10,88,3,dine-in
2026,2025-04-05,450,8,phone
2027,2026-06-16,477,7,delivery
2028,2026-03-25,120,7,delivery
2029,2025-07-01,279,6,web
2030,2026-04-06,492,1,web
2031,2026-02-17,441,8,delivery
2032,2025-05-28,44,3,delivery
2033,2025-06-13,45,7,app
2034,2026-04-04,480,2,app
2035,2025-03-16,293,3,app
2036,2025-10-02,121,7,phone
2037,2025-02-08,436,6,dine-in
2038,2025-09-14,260,5,delivery
2039,2025-03-09,332,2,app
2040,2026-03-28,47,6,delivery
2041,2026-02-04,245,4,phone
2042,2026-01-25,400,2,phone
2043,2026-04-18,254,10,phone
2044,2025-06-07,429,3,app
2045,2026-06-29,163,9,dine-in
2046,2025-10-03,453,1,app
2047,2025-02-01,345,2,delivery
2048,2025-10-02,129,3,phone
2049,2025-10-29,96,4,delivery
2050,2025-04-16,175,7,delivery
2051,2025-12-12,370,8,delivery
2052,2025-08-15,445,4,app
2053,2026-02-05,190,6,dine-in
2054,2026-05-15,396,5,app
2055,2025-05-03,450,9,phone
2056,2026-05-08,307,8,delivery
2057,2025-12-08,298,4,app
2058,2025-08-04,202,5,dine-in
2059,2025-07-27,55,4,delivery
2060,2026-06-22,50,4,web
2061,2025-04-22,146,2,dine-in
2062,2026-06-21,243,9,dine-in
2063,2026-01-05,67,4,phone
2064,2026-03-15,214,1,app
2065,2025-05-22,253,6,phone
2066,2026-03-09,494,6,app
2067,2025-03-26,416,7,app
2068,2025-02-10,22,3,app
2069,2025-03-16,491,4,delivery
2070,2025-11-21,36,4,dine-in
2071,2026-03-12,285,3,dine-in
2072,2026-01-28,198,10,phone
2073,2026-03-28,369,5,web
2074,2026-06-12,379,3,app
2075,2025-04-19,378,3,delivery
2076,2025-05-27,450,1,app
2077,2025-01-09,454,2,phone
2078,2025-07-28,368,9,web
2079,2025-03-31,341,8,delivery
2080,2025-11-25,134,6,phone
2081,2025-02-03,167,3,phone
2082,2026-04-10,196,9,delivery
2083,2025-07-06,368,8,dine-in
2084,2025-08-11,475,10,phone
2085,2025-06-26,80,10,phone
2086,2025-04-14,376,7,app
2087,2025-08-30,284,9,delivery
2088,2026-01-08,360,4,phone
2089,2026-03-04,63,8,web
2090,2025-12-07,134,5,phone
2091,2026-03-26,2,3,phone
2092,2025-12-06,127,10,web
2093,2026-06-16,125,3,delivery
2094,2025-04-11,69,6,web
2095,2025-06-27,20,1,app
2096,2026-03-25,179,4,app
2097,2025-02-11,104,1,app
2098,2025-11-25,57,8,dine-in
2099,2025-01-24,399,3,phone
2100,2025-12-23,340,1,dine-in
2101,2026-06-08,99,1,phone
2102,2026-04-27,43,4,phone
2103,2025-06-05,60,4,delivery
2104,2026-04-17,210,8,delivery
2105,2025-04-02,60,2,web
2106,2025-02-02,229,3,app
2107,2025-10-28,293,4,web
2108,2025-11-05,398,9,dine-in
2109,2025-04-03,146,1,phone
2110,2025-12-01,69,3,phone
2111,2026-01-11,496,6,web
2112,2025-01-02,413,4,phone
2113,2025-04-10,118,8,dine-in
2114,2025-12-01,277,6,web
2115,2025-06-09,14,3,web
2116,2026-01-06,315,3,web
2117,2025-06-20,307,10,dine-in
2118,2025-08-22,67,3,app
2119,2025-09-25,488,3,dine-in
2120,2025-02-03,128,1,dine-in
2121,2026-02-20,490,8,phone
2122,2025-12-23,191,5,web
2123,2025-05-21,429,5,web
2124,2025-05-06,20,4,dine-in
2125,2026-05-16,83,7,phone
2126,2026-06-14,50,6,web
2127,2025-02-01,445,2,app
2128,2025-07-20,261,1,web
2129,2025-02-18,417,5,app
2130,2025-07-21,13,1,phone
2131,2026-03-16,306,5,web
2132,2025-01-06,171,4,delivery
2133,2026-03-24,422,3,dine-in
2134,2026-05-02,10,1,dine-in
2135,2025-01-26,387,2,dine-in
2136,2026-05-13,342,8,dine-in
2137,2025-08-30,279,9,dine-in
2138,2025-03-09,163,3,dine-in
2139,2025-11-01,332,10,web
2140,2025-07-23,238,10,web
2141,2026-01-27,309,9,app
2142,2025-04-12,77,4,web
2143,2025-08-27,426,3,app
2144,2025-10-24,299,10,dine-in
2145,2025-05-23,14,4,web
2146,2025-06-25,55,2,web
2147,2025-01-29,323,5,dine-in
2148,2026-06-10,305,9,phone
2149,2026-05-31,321,10,app
2150,2026-02-13,458,5,app
2151,2026-06-19,263,4,phone
2152,2025-09-23,277,1,web
2153,2026-01-25,289,2,app
2154,2025-10-04,406,3,phone
2155,2026-05-04,341,1,app
2156,2025-08-23,366,2,app
2157,2026-03-10,58,6,web
2158,2025-09-12,91,8,app
2159,2025-04-20,399,8,phone
2160,2025-10-17,428,10,web
2161,2025-09-30,232,9,app
2162,2025-12-13,53,7,delivery
2163,2026-02-21,141,9,phone
2164,2025-09-30,274,7,phone
2165,2025-05-21,133,7,web
2166,2025-03-11,218,1,phone
2167,2025-03-17,110,2,phone
2168,2025-06-17,421,4,web
2169,2026-05-02,369,7,dine-in
2170,2026-06-08,49,7,app
2171,2026-01-04,465,5,app
2172,2025-02-02,447,4,app
2173,2026-04-27,387,8,dine-in
2174,2025-02-12,280,9,dine-in
2175,2026-02-28,265,2,delivery
2176,2025-09-29,280,7,phone
2177,2026-03-27,160,9,web
2178,2025-11-18,412,1,dine-in
2179,2025-07-04,30,8,app
2180,2025-02-15,180,2,dine-in
2181,2026-02-09,107,7,app
2182,2025-04-13,264,10,app
2183,2025-02-20,13,10,phone
2184,2025-07-03,25,5,web
2185,2026-03-18,255,7,dine-in
2186,2025-11-19,217,6,web
2187,2025-11-23,494,4,delivery
2188,2025-09-06,439,6,app
2189,2025-12-11,359,5,dine-in
2190,2025-12-09,310,10,app
2191,2026-03-12,83,3,dine-in
2192,2026-03-15,494,8,web
2193,2026-02-04,15,2,dine-in
2194,2026-01-17,467,9,app
2195,2026-06-13,203,8,web
2196,2026-01-02,228,1,app
2197,2025-03-19,76,2,delivery
2198,2025-09-15,118,8,app
2199,2026-01-31,444,9,dine-in
2200,2025-06-29,159,3,dine-in
2201,2026-01-06,409,5,dine-in
2202,2025-09-18,157,6,app
2203,2025-07-18,79,8,app
2204,2025-07-31,125,5,delivery
2205,2025-03-16,460,8,app
2206,2025-03-04,411,2,phone
2207,2026-01-31,312,4,app
2208,2025-12-05,435,4,app
2209,2025-04-17,264,2,web
2210,2025-12-20,89,5,app
2211,2025-02-24,423,9,delivery
2212,2026-04-07,361,9,dine-in
2213,2025-11-25,124,10,dine-in
2214,2025-09-19,448,9,web
2215,2025-11-10,162,8,phone
2216,2026-04-06,349,3,app
2217,2026-01-26,364,5,delivery
2218,2026-04-06,84,9,delivery
2219,2026-05-27,16,7,delivery
2220,2025-02-20,365,10,phone
2221,2025-04-30,8,3,delivery
2222,2026-06-19,198,8,web
2223,2026-05-08,367,7,dine-in
2224,2025-10-30,97,6,web
2225,2025-08-29,460,9,app
2226,2025-02-18,403,8,app
2227,2025-11-20,427,2,dine-in
2228,2025-01-18,235,7,delivery
2229,2025-12-04,488,10,web
2230,2026-03-20,498,7,web
2231,2025-11-03,445,2,dine-in
2232,2025-11-28,52,7,phone
2233,2025-01-16,189,9,delivery
2234,2026-02-19,82,7,phone
2235,2026-06-17,460,10,dine-in
2236,2025-02-01,190,10,web
2237,2026-04-11,460,7,dine-in
2238,2026-03-18,452,6,web
2239,2025-01-06,390,10,app
2240,2026-06-07,161,2,web
2241,2025-10-31,198,10,delivery
2242,2025-05-29,144,2,phone
2243,2025-12-09,263,10,dine-in
2244,2025-05-16,54,9,app
2245,2026-06-02,65,1,phone
2246,2025-01-19,481,1,dine-in
2247,2025-06-25,109,3,app
2248,2025-10-14,3,1,dine-in
2249,2026-04-09,124,2,delivery
2250,2025-03-09,31,6,phone
2251,2026-01-16,500,1,phone
2252,2025-03-30,162,3,web
2253,2026-01-07,117,8,dine-in
2254,2025-03-14,415,7,phone
2255,2025-03-30,450,9,phone
2256,2025-05-25,409,10,phone
2257,2025-09-21,143,8,dine-in
2258,2026-05-01,104,5,phone
2259,2025-03-14,19,5,app
2260,2026-02-17,114,3,dine-in
2261,2025-09-05,173,3,web
2262,2026-03-22,20,7,web
2263,2025-09-15,457,5,phone
2264,2025-08-22,196,5,web
2265,2025-02-24,229,8,app
2266,2026-04-05,318,6,app
2267,2025-06-13,106,10,delivery
2268,2025-12-08,462,6,dine-in
2269,2025-11-13,375,1,phone
2270,2025-04-13,487,2,dine-in
2271,2025-12-03,413,5,web
2272,2026-01-15,471,4,app
2273,2025-05-19,94,8,app
2274,2025-02-21,41,6,dine-in
2275,2025-09-23,226,10,app
2276,2025-02-14,490,8,dine-in
2277,2025-12-29,363,10,app
2278,2025-03-09,25,1,web
2279,2025-01-13,105,10,dine-in
2280,2025-05-10,481,1,delivery
2281,2025-11-04,321,10,dine-in
2282,2025-06-28,492,9,app
2283,2025-12-15,76,1,app
2284,2025-01-20,204,10,web
2285,2026-02-01,368,8,web
2286,2025-10-01,356,3,delivery
2287,2026-01-19,442,4,dine-in
2288,2026-04-15,194,3,app
2289,2025-03-16,253,4,web
2290,2025-04-19,236,9,app
2291,2025-06-03,113,4,app
2292,2025-02-10,330,7,dine-in
2293,2026-06-07,130,4,dine-in
2294,2026-02-07,228,4,delivery
2295,2025-12-09,491,8,app
2296,2026-03-10,160,3,web
2297,2026-03-06,344,3,dine-in
2298,2025-07-11,40,5,web
2299,2025-04-28,47,6,delivery
2300,2025-07-13,221,3,dine-in
2301,2025-05-08,268,10,web
2302,2025-04-07,223,2,dine-in
2303,2025-11-17,292,8,web
2304,2026-06-14,23,1,app
2305,2025-08-10,35,9,web
2306,2026-06-06,142,6,app
2307,2026-06-11,71,3,web
2308,2025-08-07,315,5,phone
2309,2025-06-09,31,5,dine-in
2310,2025-05-15,474,9,dine-in
2311,2025-07-20,359,1,delivery
2312,2025-08-01,26,5,delivery
2313,2026-03-26,255,6,delivery
2314,2025-07-18,22,3,phone
2315,2025-02-18,209,5,web
2316,2025-12-19,367,10,delivery
2317,2025-08-18,68,2,dine-in
2318,2025-03-17,241,5,web
2319,2026-06-28,112,2,dine-in
2320,2026-02-01,201,3,delivery
2321,2025-05-02,215,8,dine-in
2322,2026-01-13,497,7,web
2323,2025-03-28,293,9,web
2324,2025-11-04,336,1,web
2325,2026-03-03,177,1,app
2326,2026-03-21,452,2,dine-in
2327,2025-12-18,482,9,app
2328,2025-02-10,274,8,phone
2329,2026-02-22,76,4,app
2330,2026-01-25,135,4,delivery
2331,2026-04-17,499,3,app
2332,2025-08-30,116,4,app
2333,2025-09-04,40,2,app
2334,2026-02-04,470,10,app
2335,2025-12-10,485,4,app
2336,2025-10-05,202,7,phone
2337,2025-07-01,176,5,app
2338,2025-01-09,294,6,phone
2339,2025-05-27,166,6,phone
2340,2025-01-14,233,5,delivery
2341,2025-09-30,93,7,dine-in
2342,2025-07-20,127,3,web
2343,2025-11-13,110,1,web
2344,2025-01-19,16,9,dine-in
2345,2026-04-03,48,9,app
2346,2025-06-30,222,9,web
2347,2025-04-26,255,4,delivery
2348,2026-02-25,408,6,delivery
2349,2025-05-16,296,7,web
2350,2025-10-13,467,1,dine-in
2351,2025-03-06,13,6,app
2352,2025-06-05,248,3,delivery
2353,2025-11-24,238,4,dine-in
2354,2025-08-11,391,7,phone
2355,2025-02-05,102,2,delivery
2356,2025-06-30,465,1,phone
2357,2025-09-10,177,3,app
2358,2025-06-01,87,3,web
2359,2025-06-28,1,5,app
2360,2025-08-21,217,7,dine-in
2361,2026-04-16,24,9,delivery
2362,2025-07-24,196,1,dine-in
2363,2025-06-09,203,2,app
2364,2025-07-07,362,2,web
2365,2026-05-05,103,6,web
2366,2025-05-26,488,3,phone
2367,2025-10-27,130,3,app
2368,2025-07-08,92,6,web
2369,2025-12-12,109,6,dine-in
2370,2025-04-28,273,1,app
2371,2025-11-19,118,9,app
2372,2025-11-28,77,1,dine-in
2373,2025-02-28,261,5,web
2374,2026-01-10,198,2,app
2375,2025-03-16,410,3,dine-in
2376,2025-12-17,169,7,app
2377,2025-04-04,296,7,phone
2378,2026-05-24,184,3,dine-in
2379,2025-06-12,342,1,dine-in
2380,2025-07-26,293,4,web
2381,2026-06-20,243,4,dine-in
2382,2025-08-25,41,10,delivery
2383,2025-01-29,236,6,phone
2384,2025-11-13,104,2,phone
2385,2025-12-03,159,4,dine-in
2386,2025-05-04,301,2,app
2387,2026-05-13,414,7,app
2388,2025-02-21,1,3,web
2389,2025-11-01,294,8,phone
2390,2026-03-13,354,1,app
2391,2025-08-14,241,4,dine-in
2392,2025-04-23,452,10,app
2393,2025-11-25,106,1,app
2394,2025-06-14,237,7,delivery
2395,2025-12-10,314,7,app
2396,2025-09-26,448,5,delivery
2397,2025-05-05,203,10,phone
2398,2025-09-22,142,10,web
2399,2025-09-28,9,9,phone
2400,2025-12-03,257,7,delivery
2401,2025-10-04,52,4,delivery
2402,2026-04-02,67,1,delivery
2403,2025-02-14,246,6,app
2404,2026-01-15,173,8,phone
2405,2025-01-11,22,5,app
2406,2025-02-25,422,1,delivery
2407,2026-04-18,171,7,app
2408,2025-01-03,285,7,dine-in
2409,2025-11-02,97,5,app
2410,2025-02-19,454,4,app
2411,2025-05-19,18,4,delivery
2412,2025-04-21,10,5,delivery
2413,2026-02-10,401,9,dine-in
2414,2025-11-18,364,3,phone
2415,2025-04-02,332,8,web
2416,2025-08-01,431,6,dine-in
2417,2025-02-18,84,3,phone
2418,2025-06-13,102,4,delivery
2419,2025-01-17,69,6,web
2420,2025-01-11,118,1,delivery
2421,2025-03-11,376,2,web
2422,2025-12-22,385,6,delivery
2423,2026-01-15,108,1,dine-in
2424,2025-09-22,418,8,delivery
2425,2025-05-15,24,3,phone
2426,2025-01-17,47,8,delivery
2427,2026-01-18,30,8,web
2428,2026-05-03,329,8,app
2429,2025-09-28,26,7,app
2430,2026-04-26,323,3,app
2431,2025-11-21,307,1,phone
2432,2025-09-18,469,9,delivery
2433,2026-04-08,294,2,delivery
2434,2025-03-30,25,2,phone
2435,2025-02-21,343,2,web
2436,2025-10-26,356,1,delivery
2437,2025-09-15,356,6,delivery
2438,2025-05-26,464,8,web
2439,2025-01-22,185,5,delivery
2440,2025-11-25,351,5,phone
2441,2025-07-20,104,5,app
2442,2026-05-27,261,10,phone
2443,2025-01-11,441,6,phone
2444,2025-07-14,404,8,web
2445,2025-08-03,82,10,app
2446,2025-06-24,82,6,phone
2447,2025-12-24,278,2,delivery
2448,2025-06-11,78,10,app
2449,2026-02-25,112,1,delivery
2450,2026-03-23,126,8,delivery
2451,2026-01-22,39,6,app
2452,2025-12-14,50,4,delivery
2453,2025-02-11,23,5,phone
2454,2025-03-27,91,3,dine-in
2455,2025-10-31,262,2,app
2456,2026-05-27,206,5,dine-in
2457,2025-04-23,272,6,app
2458,2025-11-09,385,3,dine-in
2459,2025-07-01,292,9,web
2460,2026-02-02,327,7,app
2461,2025-05-13,112,5,delivery
2462,2026-03-23,415,3,delivery
2463,2025-01-18,157,2,dine-in
2464,2025-10-16,376,8,phone
2465,2026-04-03,79,7,phone
2466,2026-06-11,358,4,dine-in
2467,2026-03-19,217,7,dine-in
2468,2025-12-23,480,4,delivery
2469,2025-01-04,165,1,app
2470,2025-08-29,282,1,app
2471,2025-06-25,338,10,phone
2472,2026-02-12,274,7,delivery
2473,2025-07-31,452,9,phone
2474,2025-12-11,326,2,phone
2475,2025-04-22,1,2,delivery
2476,2025-07-25,461,4,phone
2477,2025-08-18,179,3,web
2478,2025-11-30,363,1,web
2479,2026-01-15,423,10,delivery
2480,2026-06-20,52,5,delivery
2481,2026-04-24,311,8,web
2482,2025-04-24,181,10,web
2483,2026-05-25,92,1,delivery
2484,2025-12-29,295,2,delivery
2485,2025-06-16,176,6,delivery
2486,2025-11-02,454,3,phone
2487,2026-05-02,74,10,web
2488,2025-01-23,288,1,phone
2489,2025-10-19,208,5,dine-in
2490,2025-11-06,58,7,web
2491,2025-12-18,106,7,phone
2492,2025-01-29,136,5,app
2493,2025-06-20,340,9,web
2494,2025-05-02,428,1,delivery
2495,2025-03-04,10,9,delivery
2496,2025-01-01,285,9,phone
2497,2025-12-04,248,5,phone
2498,2025-09-26,427,2,phone
2499,2026-01-15,469,1,dine-in
2500,2025-12-20,369,7,web
